t_s,codec,used_mib,total_mib,util_gpu,util_mem,power_w,temp_c,clock_sm_mhz,clock_mem_mhz,torch_alloc_mib,torch_reserved_mib,torch_max_alloc_mib,message_id
38.0265,nf4,3423,12288,95,5,184.72,62,1980,9251,1702.17,1734,1705.39,2
38.1961,nf4,3424,12288,95,5,184.72,62,1980,9251,1702.17,1734,1705.39,2
38.3830,nf4,3428,12288,94,6,185.4,62,1980,9251,1702.16,1734,1705.39,2
38.5540,nf4,3428,12288,94,6,185.4,62,1980,9251,1702.17,1734,1705.39,2
38.7228,nf4,3428,12288,94,6,185.4,62,1980,9251,1702.16,1734,1705.39,2
38.8928,nf4,3428,12288,94,6,184.45,62,1980,9251,1702.16,1734,1705.39,2
39.0629,nf4,3428,12288,94,6,184.45,62,1980,9251,1702.16,1734,1705.39,2
39.2326,nf4,3428,12288,94,6,184.45,62,1980,9251,1702.16,1734,1705.39,2
39.4016,nf4,3428,12288,94,5,183.53,62,1980,9251,1702.16,1734,1705.39,2
39.5724,nf4,3427,12288,94,5,183.53,62,1980,9251,1702.17,1734,1705.39,2
39.7397,nf4,3426,12288,94,5,183.53,62,1980,9251,1702.19,1734,1705.39,2
39.9081,nf4,3407,12288,94,5,183.61,62,1980,9251,1702.19,1734,1705.39,2
40.0761,nf4,3405,12288,94,5,183.61,62,1980,9251,1702.16,1734,1705.39,2
40.2479,nf4,3405,12288,94,5,183.61,62,1980,9251,1702.16,1734,1705.39,2
40.4174,nf4,3406,12288,93,5,183.48,62,1980,9251,1702.17,1734,1705.39,2
40.5853,nf4,3413,12288,93,5,183.48,62,1980,9251,1702.17,1734,1705.39,2
40.7687,nf4,3413,12288,93,5,183.84,63,1980,9251,1702.16,1734,1705.39,2
40.9377,nf4,3414,12288,93,5,183.84,63,1980,9251,1702.16,1734,1705.39,2
41.1072,nf4,3414,12288,93,5,183.84,63,1980,9251,1702.17,1734,1705.39,2
41.2760,nf4,3414,12288,93,5,184.41,62,1980,9251,1702.17,1734,1705.39,2
41.4461,nf4,3376,12288,93,5,184.41,62,1980,9251,1702.16,1734,1705.39,2
41.6147,nf4,3376,12288,93,5,184.41,62,1980,9251,1702.17,1734,1705.39,2
41.7825,nf4,3376,12288,93,5,185.71,63,1980,9251,1702.17,1734,1705.39,2
41.9509,nf4,3376,12288,93,5,185.71,63,1980,9251,1702.18,1734,1705.39,2
42.1225,nf4,3376,12288,93,5,185.71,63,1980,9251,1702.15,1734,1705.39,2
42.2913,nf4,3376,12288,93,5,185.59,63,1980,9251,1702.18,1734,1705.39,2
